id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUQzd3VhYkxnEAE,"Gainsbourg's music was an opportunity for cinema Gainsbourg had the appearance of a dilettante, of someone who doesn't care. In fact, it was enough to see him conduct a recording to realize what an extremely inspired and wonderfully professional musician he was.",a month ago,2024-12-27 19:48:18.680068,5.0,scoubidou olive,0,https://www.google.com/maps/contrib/116426720403654348642/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNqdU5lVW9nRRAB,Not to be missed during your visit to the cemetery,8 months ago,2024-12-27 19:48:18.680068,5.0,Pauline.E,84,https://www.google.com/maps/contrib/100676599111341294347/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNocTc3WXl3RRAB,Moment of contemplation for a genius of words and music. Remember to leave a cigarette and a good validated metro ticket in tribute to the Lilas puncher. Happy to see that there are still people who have not forgotten him and remember the meaning of the immense heritage he left us. Always a bit of sadness and emotion. R.I.P.,a year ago,2024-12-27 19:48:18.681068,5.0,Nicolas BATAILLE,38,https://www.google.com/maps/contrib/101668168203423310766/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURaaXRTaDFRRRAB,"🕯🪦Grave of Serge Gainsbourg  His memory is known and continues to be seen in the small gestures and messages on his grave.  Eternal Serge, his house is now open to the public, rue de Vernueil, Paris.  Thanks to his daughter, Charlotte.",a year ago,2024-12-27 19:48:18.681068,4.0,JCAL Family Team,833,https://www.google.com/maps/contrib/118213853637419775491/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNKZ0pTeUl3EAE,A tomb in his image. Great gentleman.,a year ago,2024-12-27 19:48:18.681068,5.0,Jean-Philippe Bruet,27,https://www.google.com/maps/contrib/106554547022323730135/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNaaDhlb0t3EAE,Think about the metro ticket,a year ago,2024-12-27 19:48:18.681068,5.0,Laure Gil,73,https://www.google.com/maps/contrib/101299974278995316167/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNlZ3I2QzZ3RRAB,Moving to be in front of Ginsbar.,2 years ago,2024-12-27 19:48:18.682069,5.0,Jean-Robert Chauvot,987,https://www.google.com/maps/contrib/112410222648718685461/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUM1aFp2bE13EAE,The final resting place of this great artist. Very moving.,a year ago,2024-12-27 19:48:18.682069,5.0,Amel Luna,428,https://www.google.com/maps/contrib/115587780561986760761/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNscXNqbjVBRRAB,"Small, simple grave. Buried with his parents",a year ago,2024-12-27 19:48:18.682069,3.0,Emmanuel Lheureux,126,https://www.google.com/maps/contrib/112132844577236580521/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNKOC1YVFJ3EAE,The grave of Serge Gainsbourg in the Montparnasse cemetery. This genius left too soon.,a year ago,2024-12-27 19:48:18.682069,4.0,David david,"1,376",https://www.google.com/maps/contrib/116319646759372234421/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN1cl95d1J3EAE,Not much to say about a grave. R.I.P.,2 years ago,2024-12-27 19:48:18.684069,5.0,Fran Zapata (Franternativo),74,https://www.google.com/maps/contrib/101011681858092758205/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURodk1Ubk5BEAE,it stinks,a year ago,2024-12-27 19:48:18.684069,1.0,Solène Rondot,0,https://www.google.com/maps/contrib/117855609643212391996/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN1OXNtT213RRAB,,2 years ago,2024-12-27 19:48:18.685069,5.0,Sébastien “Seb” Strazzer,267,https://www.google.com/maps/contrib/104463202393424634812/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR1cHZEZGlRRRAB,,2 years ago,2024-12-27 19:48:18.685069,5.0,MaCléRé 45,161,https://www.google.com/maps/contrib/100221632618168326267/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURQa3AzWHJBRRAB,,3 weeks ago,2024-12-27 19:48:18.685069,5.0,Ricardo Roth,0,https://www.google.com/maps/contrib/105199956875284036921/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURyM19QYmJnEAE,,5 months ago,2024-12-27 19:48:18.685069,5.0,Serge Gainsbourg & Co,8,https://www.google.com/maps/contrib/107306995337367860116/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNaejREMXRBRRAB,,a year ago,2024-12-27 19:48:18.686069,5.0,ludovic metayer,0,https://www.google.com/maps/contrib/111810078285731568736/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURKMUlQOGVREAE,,a year ago,2024-12-27 19:48:18.686069,5.0,Baptiste Faure-Tremsal,13,https://www.google.com/maps/contrib/107443365686834202251/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUN4OV9hbHBBRRAB,,a year ago,2024-12-27 19:48:22.794980,3.0,A C,275,https://www.google.com/maps/contrib/104121371025283729974/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNSc3A3cHZ3RRAB,,a year ago,2024-12-27 19:48:22.794980,5.0,杨浩源,0,https://www.google.com/maps/contrib/101604559311644339752/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURPaHRqU3BBRRAB,,2 years ago,2024-12-27 19:48:22.794980,1.0,Antoine Vallée,1,https://www.google.com/maps/contrib/105633922570922080179/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNXaGJySkZBEAE,,2 years ago,2024-12-27 19:48:22.794980,5.0,Dimitri r,"9,891",https://www.google.com/maps/contrib/115382457759264438854/reviews?hl=en
