id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURIODRIUU93EAE,"Great bar! Fun place, very nice atmosphere. Geeky vibes. Good fun! (Don’t forget to download the app!)",4 months ago,2025-01-24 13:20:52.807505,5.0,E B,2,https://www.google.com/maps/contrib/113746285580433118988/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURHcTlQMElBEAE,"Best place ever if you're like.... let's say it.. an awsome geek!!! Bartenders are nice.. awsome..friendly whatever you like .. think about a quality.. they have it !!!!👌👌 Anyway i like this place so much and spent so my time here m, that i brought my girl to first date in here. 🤣🤣",a year ago,2025-01-24 13:20:52.808506,5.0,Oni Abdallah,26,https://www.google.com/maps/contrib/117344817268537787354/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNveHAycVVREAE,"The bar is located close to the subway and fast foods but is in a small street so it's nice, not too exposed. The concept of this bar is geek - video games, they have few game machines and they also have a room downstairs where they organise theme nights (Mario kart, etc.) and people car bring their own remote? to play with each other. Also they use nice Mario kart eco cups consigné 2€ , it's cool but make sure to keep your cup around because some people will bring it back and get the 2€ for them. I'd say it's more a geeky bar than a bar where you can dance like crazy (the sound volume isn't crazy).",5 years ago,2025-01-24 13:20:52.808506,5.0,Clara Li,190,https://www.google.com/maps/contrib/109867291205390615211/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNoNlBhMFh3EAE,"I booked a part of the bar for a birthday, we had a great time with my friends! The staff was very nice, friendly and helpful. Good ambiance and drinks, thank you for the warm welcome!",a year ago,2025-01-24 13:20:52.810540,5.0,L W,0,https://www.google.com/maps/contrib/106646635587277158751/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNvMklmZ21nRRAB,"Had an amazing night here with 10 friends on a trip to Paris. We played darts, chess and retro arcade games. Pitchers of beer were good value and the staff were super friendly. A perfect non pretentious bar with a great vibe!",5 years ago,2025-01-24 13:20:52.811869,5.0,Rich Hart,0,https://www.google.com/maps/contrib/111753684899381986092/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNsc1BxdUh3EAE,"I had a great night with friends, the drinks 🍺🍹 and snacks 🧀🥖 is delicious. All team is amazing!… I'll be back baby! 😃😊💓",a year ago,2025-01-24 13:20:52.812912,5.0,Pamela San Juan,0,https://www.google.com/maps/contrib/104197803436062624825/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUN3MVltTUt3EAE,Friendly stuff and cheap happy hour beer. It was not the best beer ever but 5 euros is alright and the bar is really geek oriented.  Had a nice soirée there with my colleagues.  It did smell really bad,6 years ago,2025-01-24 13:20:52.812912,2.0,ANDRES RAMIREZ,"1,525",https://www.google.com/maps/contrib/115911255024764558097/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURRbG9lbG93RRAB,"Was feeling a bit parched a little after midnight on a Monday morning, found this place. Great vibe - a little geeky, which works for me - fun music and great drinks! C'est bien!",8 years ago,2025-01-24 13:20:52.813912,5.0,Jason Nerothin,0,https://www.google.com/maps/contrib/117461010737202575238/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURHMTVuWDhnRRAB,They only have a single brand of pastis but the place is really cool and the bar tenders are friendly Try their spicy shots!!,3 years ago,2025-01-24 13:20:52.813912,5.0,Sylvain Fabre,12,https://www.google.com/maps/contrib/113976436239438839368/reviews?hl=en
ChRDSUhNMG9nS0VJQ0FnSUR6b3R4ZRAB,We went for a birthday excellent  service !,7 months ago,2025-01-24 13:20:52.814913,5.0,Pipe Mad,32,https://www.google.com/maps/contrib/106225038891074025180/reviews?hl=en
