id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNiaU92bElREAE,"They won't  let you go in with your swimming dress , and their dress is quite expensive, Otherwise it was fun Lots of activities Different kind of water game Kids were enjoying",5 months ago,2024-12-27 19:38:41.284060,3.0,Hardi Taimur,625,https://www.google.com/maps/contrib/105556152089061545311/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUQ3M042dEtREAE,"As a day out it was great, there is and always will be a queue for certain slides and with the limit on the inflatable rings as they cannot just allow hundreds of inflatable rings bobbing about, the wave pool was good and  everyone scrambles to get into the main pool when it starts. If you have any dietary requirements I would advise a packed lunch is taken as there is limited food selection for our Coeliac daughter the only thing on offer was a tub of fruit. There was limited staff but not as bad as other reviews.",4 months ago,2024-12-27 19:38:41.284060,4.0,Ian Hornby,194,https://www.google.com/maps/contrib/116714824982330899922/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURybXNxU2d3RRAB,"I recently visited Aquaboulevard, it proved to be extremely unsafe and poorly managed. The security checks were inconsistent, only scrutinizing some guests for ""appropriate"" swimwear. In my opinion, the required swimwear was impractical and uncomfortable—too skimpy for males and too tight for females who prefer loose-fitting clothing. The staff made a fuss about my partner's swimwear while ignoring mine, even though I was wearing what they said was not allowed.  The park had only three lifeguards, all stationed at the main swimming areas, leaving the slides completely unmonitored. This lack of supervision led to dangerous situations, with guests ignoring safety rules. We witnessed three people nearly injuring themselves on the straight shot water slide. No one was there to instruct on proper posture or head protection, and my partner and I almost got injured ourselves.  The chaos extended beyond the slides. Guests disregarded safety guidelines, leading to a generally hazardous environment. The only slightly redeeming feature was the presence of Jacuzzis and hot tubs throughout the park, but these were also unsupervised. Children were dunking their heads and splashing, making it impossible for adults to relax.  Maintenance was abysmal. We encountered broken or loose structures, such as a dangerously wobbly ladder exiting the main Jacuzzi and a loose metal floor mat near one of the slides that nearly caused us to slip.  The changing rooms were soaking wet and neglected, creating a serious slip hazard. The lockers were filthy and inconvenient, requiring guests to carry the key all day. Worst of all, the changing areas were completely unsupervised, allowing inappropriate behavior to occur in plain sight.(Yes I am talking about what you think I am, we heard it, LOUD AND CLEAR)  Overall, I would not recommend this water park to anyone. The only possible appeal might be for parents indifferent to their children's safety, as the lack of rules creates an environment where kids can run wild and risk injury. Save your time and money and find a safer, better-maintained park for your day out.",5 months ago,2024-12-27 19:38:41.284060,1.0,Propumpkin,95,https://www.google.com/maps/contrib/104907243509694739986/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURYNUtmSG13RRAB,"Great place to visit, went there on 21 Oct, they had the Halloween 4 hour deal, the water park was a lot of fun. However since it was in the colder months, only the inside of the park was opened. All the staff and people using the park were very friendly and helpful.",2 months ago,2024-12-27 19:38:41.285059,5.0,Shane D,0,https://www.google.com/maps/contrib/112339661739451738231/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUMzeC1PYlF3EAE,Very nice pool in Paris city just many children’s,a month ago,2024-12-27 19:38:41.288061,5.0,Raminta Barštytė,15,https://www.google.com/maps/contrib/100409369723810257451/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUQzcjlLeEdREAE,"The water was very cold and so were the slides. At the beginning they didn't allow us to wear normal swimmingshirt, so we had to buy tight swimming trunks for 40 euros. The hair dryers didn’t worked, which was unpleasant for my girlfriend in the cold. Lots of amateur mistakes!",a month ago,2024-12-27 19:38:41.288061,2.0,Kristóf Barlay,10,https://www.google.com/maps/contrib/106583697293390017213/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUR0OGRULVdnEAE,"I would give this waterpark 4 stars for the fun afternoon we spent there. The kids had a great time. The slides , wave pool and other pools were pretty accessible and chill. I’ll have to take away a star for the combined challenge of telling us the boys regular swim trunks weren’t appropriate and having us shop for particular swim trunks in the plaza , plus the lack of variety for food options.  It’s fine to allow a certain kind of wear, but please don’t make it fine print, have it boldly on the website and when one is purchasing a ticket so it doesn’t feel like a forced buy or a sales drive for the aqua boulevard shop/ the sports shop, Decathlon in the same building.  We liked the availability of the staff taking pictures for souvenirs. We paid for the fridge magnet 👍🏾",10 months ago,2024-12-27 19:38:41.289061,3.0,Mrs U,57,https://www.google.com/maps/contrib/104888708418918351214/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNiM19TWF9RRRAB,"Great fun for the family,had a great time .2 adults plus 4 children do not want to leave . 8 -10 different slides. We went on a Monday afternoon and stayed from 2/3pm until 9:30pm . For 6 of us 12 years old and above pay adult prices €39 2-11years pay €22 euros total €183 . Food etc day out cost around €300 but if money isn’t an issue. Go for it and enjoy a fantastic day out in Paris!",4 months ago,2024-12-27 19:38:41.289061,4.0,james morrison,0,https://www.google.com/maps/contrib/114329579826705808669/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNidkt1VV9RRRAB,"I’m not really the type of person who leaves reviews after having an experience at a place but I’ll have to admit that I’m simply impressed by the level of security at this place. I went for a relaxation time as usual at the pool after having a tennis game with my tennis club at the same center (tennis action) and I left my stuffs at the exchange room as usual but this time without closing my locker(which is the first time for me doing this) and I admit it was simply a careless act. After having a nice swimming time on my way back to my locker I noticed that my stuffs weren’t there anymore.. Stressful,  I immediately contacted the security guys and they explained to me that someone had noticed that my locker was opened and called them, so they had to keep my stuffs with them for security reasons since my locker was completely opened. Credit to Bara, the head of security who did a nice job my keeping my things and also big credit to the unknown person who had the kindness to call the security after seeing an opened locker unprotected because not everyone could do that. Really really I recommend this place. From security to level of experience it is simply the top",5 months ago,2024-12-27 19:38:41.289061,5.0,Mark Baneni,0,https://www.google.com/maps/contrib/109094352244951495296/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNyM0llR2JBEAE,"Pros:  The outdoor area is big and has sand and grass.  Free tokens for the lockers.  Indoor waves every 15 or so minutes.  Warm pool.  Cons:  Old, looks and feels outdated. The slides are relatively not that great. The design is old.  The staff is not very nice.  2 slides were closed on the day I visited.  No food allowed in the outdoor area.  Very expensive for what it is.",5 months ago,2024-12-27 19:38:41.290061,2.0,Jude Whittaker,181,https://www.google.com/maps/contrib/107167472524686691038/reviews?hl=en
