id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNkNC1LWER3EAE,A very pleasant and worthy nod to the great man of whom us brits owe so very much to. There is nothing grand or overbearing about this statue. Just a gentle statue for the French to pay their respects to his efforts. I would recommend stopping by if you’re passing nearby. It definitely has an air about it that is quite calming.,10 months ago,2024-12-27 21:19:24.888490,5.0,RCentric Red,33,https://www.google.com/maps/contrib/115731946822400333108/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUMtaHJxVkFREAE,Greatest politician in the modern history ! Without him we would now all speak German like without one like him now we will speak Russian or cinese soon ….,2 years ago,2024-12-27 21:19:24.888490,5.0,ANA ANA,218,https://www.google.com/maps/contrib/107516757478988201205/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUROajV2ZkpnEAE,A monument that perfectly conveys the strength and energy of a great historical figure and politician who had a significant impact on the history of Europe,11 months ago,2024-12-27 21:19:24.888490,5.0,DmitryUA UA,29,https://www.google.com/maps/contrib/117681560465658988684/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUQ3dDhhSllBEAE,Nice statue for a historial man.,3 months ago,2024-12-27 21:19:24.889490,5.0,Ashley Ferdinand,28,https://www.google.com/maps/contrib/110280253928045560073/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURIMTZXZ2l3RRAB,"""We shall never surrender.""  Spotted him from down the street. The great Winston Churchill.",3 months ago,2024-12-27 21:19:24.889490,5.0,Nick W,518,https://www.google.com/maps/contrib/115077102919600847096/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURqc08tTEVnEAE,"The Churchill statue in Paris stands as a symbol of the enduring friendship between France and Britain, as well as Winston Churchill's pivotal role in the liberation of France during World War II. The statue serves as a reminder of the sacrifices made by both nations in the fight for freedom and the importance of standing together in times of adversity. It stands tall, representing not just an individual, but the ideals of courage, resilience, and solidarity that helped shape the course of history.",7 months ago,2024-12-27 21:19:24.889490,5.0,Carlos zavaleta,119,https://www.google.com/maps/contrib/106807947044361942705/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURMczdmVkdBEAE,Everyone must see the statue of the person whose autocratic decisions resulted in starvation and death of 3.8 million of Bengalis during the Bengal Famine of 1943.,5 months ago,2024-12-27 21:19:24.889490,4.0,Mihir Shah,133,https://www.google.com/maps/contrib/113825911885662822745/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUQtd1BtYXNBRRAB,One of many statues in a super exciting and historical rich environment.,2 years ago,2024-12-27 21:19:24.889490,5.0,Friedrich Beutles,73,https://www.google.com/maps/contrib/103543993502819819755/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURiMVlUQVJREAE,Really cool seeing this as a fellow Brit. What a great gesture!,4 months ago,2024-12-27 21:19:24.892491,5.0,David G,22,https://www.google.com/maps/contrib/107756275425917294162/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNadmZPdkxnEAE,The statue Westminster in London and I think this statue of Winston Churchill in Paris are the most beautiful I have seen. It stands in a beautiful place and you can really recognize it from afar.,a year ago,2024-12-27 21:19:24.892491,5.0,Bogdan Marcelan,937,https://www.google.com/maps/contrib/100552965636459416082/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURBa1BYV3NBRRAB,Pretty cool point for taking picyures with Churchill's statue!,6 years ago,2024-12-27 21:19:24.893491,4.0,SACHIT VARMA,"1,814",https://www.google.com/maps/contrib/114989195922999808947/reviews?hl=en
ChRDSUhNMG9nS0VJQ0FnSUMtdjlsWRAB,Nice statue located close to the Champs-Élysées.,2 years ago,2024-12-27 21:19:24.893491,5.0,François B. Photos,667,https://www.google.com/maps/contrib/115774250825505383425/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM2cHZMcmlBRRAB,"It's always nice to encounter status of historic figure. This is one impressive Churchill status. Why not stop by when you are visiting the Pont Alexandre II, it's not that far away.",3 years ago,2024-12-27 21:19:24.893491,4.0,Rie K,677,https://www.google.com/maps/contrib/113820885350806906332/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURneEwzN3hnRRAB,"Winston Churchill statue with powerful words ""We Shall Not Surrender""",6 years ago,2024-12-27 21:19:24.893491,4.0,Rene Meres,492,https://www.google.com/maps/contrib/117628026328096314302/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNvbExMbUxnEAE,"The statue of Winston Churchill was inaugurated by the French President Jacques Chirac in the presence of Queen Elizabeth II on the 80th anniversary of the signing of the Armistice that ended World War I.  The statue runs interesting mixed emotions, some in France recognize his efforts in the liberation of Europe whereas some see Churchill's order to scuttle the French fleet to ensure it didnt fall in to the hands of the Nazi's as an unforgivable act because of the cost to the lives of French sailors. Of course without that act sailors may have died anyway as the act protected the UK and brought America into the war on the side of the allies.  As always, if you found this review useful please remember to like it. If people like the review (whether you agree or not), it encourages me to write more ;)",5 years ago,2024-12-27 21:19:24.894491,4.0,Nick Dutton,142,https://www.google.com/maps/contrib/106601702773980083142/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNvX3MtNWt3RRAB,This particular bronze statue of Winston Churchill was sculpted by Jean Cardot in 1988 and was modelled on a photo that had been taken as he was walking down the Avenue des Champs Elysees on the victory march with the French World War 2 leader General Charles de Gaulle.,5 years ago,2024-12-27 21:19:24.894491,5.0,Zoran Lutovac,121,https://www.google.com/maps/contrib/103038301207814559607/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURnMTc2ZVlnEAE,France remembers the foreign leader who saves them from Nazi tyranny,6 years ago,2024-12-27 21:19:24.894491,4.0,Pang Cheung Sze,"1,669",https://www.google.com/maps/contrib/112998935518815021950/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQwNWV1cldBEAE,Statue of Winston Churchill located right next to the Petit Palais. This bronze statue was sculpted by Jean Cardot in 1988.,5 years ago,2024-12-27 21:19:24.894491,5.0,Ian Fry,"2,110",https://www.google.com/maps/contrib/113649455051781893519/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN3ODRTWkVBEAE,It’s a statue of Winston Churchill.,6 years ago,2024-12-27 21:19:29.030290,4.0,J H,681,https://www.google.com/maps/contrib/113805519639394309830/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURaMy1uN2xRRRAB,Beautiful statue of a great man.,a year ago,2024-12-27 21:19:29.031291,5.0,Ryan Cormack,369,https://www.google.com/maps/contrib/113150285419752604656/reviews?hl=en
