id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURYOGV1dzlRRRAB,"Located in a lovely part of the first stands these two fountains that are in a setting that is everything quintessentially Paris. A lovely square with a centre piece like a fountain, surrounded by Haussmann buildings, with the odd palace or monumental church chucked in.",a month ago,2024-12-27 21:28:06.862023,5.0,V H,"7,550",https://www.google.com/maps/contrib/116525100818724963755/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURVdDhiVXdRRRAB,"Ma Fav petit island 🌟 Actually I’ve loved this place for over 10years* Sometimes you could see some ducks who dates on this island 😂🌸 in my experience, every moment of this place keep changing with different mood * Kind of magical and very Peaceful Places in The kind of The most busy streets in Paris. I love this Small Place, I hope you also could have some rest* sometimes :)",5 years ago,2024-12-27 21:28:06.863023,5.0,COCO CHOE,178,https://www.google.com/maps/contrib/113378125200365117906/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNjM2ZYUWd3RRAB,Amazing statue fountain near Louvre Museum!!! Beautiful landscape and square 🇨🇵❤️👍 …,4 years ago,2024-12-27 21:28:06.863023,5.0,Davide Danti,"1,097",https://www.google.com/maps/contrib/107422949794614056159/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNKaXNENklBEAE,this fountain has been stopped and empty of water for a long time. probably a result of the disastrous policies of Mme. Hidalgo,a year ago,2024-12-27 21:28:06.863023,1.0,Nioge,150,https://www.google.com/maps/contrib/100337645806533628631/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNUMUt6ZFZBEAE,"A serene, dry fountain",7 months ago,2024-12-27 21:28:06.864023,4.0,Evelyn C.,"1,296",https://www.google.com/maps/contrib/111892385198778385233/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURRNTVpVzNRRRAB,Nice fountain. One of many nice structures in Paris.,6 years ago,2024-12-27 21:28:06.864023,4.0,Roger Aba,"1,179",https://www.google.com/maps/contrib/105246986197184298709/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURadXRiSFJREAE,One small beautiful corner in Paris,a year ago,2024-12-27 21:28:06.864023,4.0,Nana Yip,2,https://www.google.com/maps/contrib/114234450956623202417/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNla05ySmhnRRAB,"I was tired from visiting the Louvre, so I came here to take a rest. There is a student band performing in the square, which is very leisurely and comfortable.",2 years ago,2024-12-27 21:28:06.864023,4.0,Daniel Lai,177,https://www.google.com/maps/contrib/105362035573221106413/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURZaXVXZklBEAE,"Two twin plazas with fountains are part of the design of Avenida de La Ópera, opened between 1860 and 1880.",5 years ago,2024-12-27 21:28:06.865024,4.0,Rflv,320,https://www.google.com/maps/contrib/105745371811221486087/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNqbVp6TWxBRRAB,This fountain hasn't worked for months...,8 months ago,2024-12-27 21:28:06.865024,1.0,Teva Rousseau,1,https://www.google.com/maps/contrib/105453383160409740098/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURSM3VudmlRRRAB,A very nicely made monument good location and clean.,a year ago,2024-12-27 21:28:06.866024,4.0,Nahro Nareeman,308,https://www.google.com/maps/contrib/102093738092537221043/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN3a3BuY2Z3EAE,"A pretty fountain on an equally beautiful square... and it's the Place de la Comédie Française... to boot. The neighborhood is great anyway. At night, it's even more beautiful... the magic happens... for a bit, you might start dreaming of meeting Molière in person.",6 years ago,2024-12-27 21:28:06.866024,5.0,Isabelle H,280,https://www.google.com/maps/contrib/102496961679498813870/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURzek9QaXBnRRAB,"Nice little place with too many taxis waiting around and parking haphazardly. In addition, many two-wheelers park on it no matter how so there is no space to enjoy, wait, take beautiful photos.... too bad it is only used to park the two-wheelers",4 years ago,2024-12-27 21:28:06.866024,5.0,Olivier Olindo,365,https://www.google.com/maps/contrib/104548109177360196482/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURuMUpTR3RnRRAB,Graphic statue of the area,2 months ago,2024-12-27 21:28:06.866024,5.0,ΔΗΜΟΣΘΕΝΗΣ ΖΙΟΥΛΑΣ,"1,966",https://www.google.com/maps/contrib/101616779483891019051/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNLdF9XVFJREAE,"Very elegant fountain facing the Comédie Française theater.... Winged river nymph, work by Mathurin Moreau... The fountains of the Théâtre-Français are part of the many works from the end of the 19th century, during the period of major Parisian urban planning works under the aegis of Baron Haussmann... There is another fountain on the other side of Avenue de l'Opéra... Refreshing and romantic presence in this historic and deliciously literary place....",3 years ago,2024-12-27 21:28:06.867025,5.0,Fred Booker,496,https://www.google.com/maps/contrib/115485660678768601234/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURrOF8za1l3EAE,Two beautiful fountains in a pleasant area.,5 years ago,2024-12-27 21:28:06.867025,4.0,Benoit Bennetot,"1,680",https://www.google.com/maps/contrib/113444538019192827699/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNBOHZiQkRBEAE,The square is more beautiful when it snows,6 years ago,2024-12-27 21:28:06.867025,4.0,Vicki,"1,811",https://www.google.com/maps/contrib/116284473810800163165/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMtZ19ES1JnEAE,Beautiful fountain but there is no more water Lord Jesus.,2 years ago,2024-12-27 21:28:06.868024,5.0,Mathias B,56,https://www.google.com/maps/contrib/103489597449959088434/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNnMjRtNm9BRRAB,Fountain on Rue de Richeleu and Avenue de l' Opéra in hotel and restaurant area,7 years ago,2024-12-27 21:28:10.989944,3.0,Jorge A Caballero S,887,https://www.google.com/maps/contrib/110657111460487305133/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNBc01teFVnEAE,No water running at night,6 years ago,2024-12-27 21:28:10.989944,4.0,Kensuke Konishi,0,https://www.google.com/maps/contrib/102112914191358551094/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURnMk5XYmxRRRAB,,6 years ago,2024-12-27 21:28:10.989944,4.0,Miklós Bereznai,534,https://www.google.com/maps/contrib/102761297452561481186/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR1amVyY3ZnRRAB,Lovely fountain,2 years ago,2024-12-27 21:28:10.989944,4.0,roberto alario,405,https://www.google.com/maps/contrib/118400570536412026771/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNPdU56dVBBEAE,Culture,2 years ago,2024-12-27 21:28:10.990945,5.0,gaurs .sulmeisters,285,https://www.google.com/maps/contrib/105639668472007162291/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURIMTV6ajJBRRAB,,3 months ago,2024-12-27 21:28:10.990945,5.0,Muhammet Esfahani,28,https://www.google.com/maps/contrib/107071553925221262026/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURUMk9TQnJnRRAB,,7 months ago,2024-12-27 21:28:10.990945,5.0,Daniel Chaux,0,https://www.google.com/maps/contrib/101313318480811882088/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURwZ0stcWxBRRAB,,a year ago,2024-12-27 21:28:10.990945,5.0,Gio xocho,2,https://www.google.com/maps/contrib/114736813263852888721/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURPak9lRWdBRRAB,,2 years ago,2024-12-27 21:28:10.991945,5.0,dewi sih,13,https://www.google.com/maps/contrib/111058972000942106155/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURtdDQtOHhRRRAB,,2 years ago,2024-12-27 21:28:10.991945,4.0,Thierry Fournet,95,https://www.google.com/maps/contrib/117995798423275918832/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNHdVB5bmdBRRAB,,3 years ago,2024-12-27 21:28:15.124951,5.0,bejzja,176,https://www.google.com/maps/contrib/100407694560260266350/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNTeTl2VWN3EAE,,4 years ago,2024-12-27 21:28:15.124951,3.0,Lionel Riquart,93,https://www.google.com/maps/contrib/115446250202632030754/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMwbkpxZlNnEAE,,5 years ago,2024-12-27 21:28:15.125952,4.0,Marcus Kim,201,https://www.google.com/maps/contrib/111497145536184241092/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURrM3Bxd2FREAE,,5 years ago,2024-12-27 21:28:15.125952,5.0,ivan uzinic,10,https://www.google.com/maps/contrib/113515296121992416740/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNFNEtQcjZnRRAB,,5 years ago,2024-12-27 21:28:15.125952,3.0,Grzegorz Zabrzeski,13,https://www.google.com/maps/contrib/114440557882709415291/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURZc0lTVkFREAE,,5 years ago,2024-12-27 21:28:15.125952,5.0,Jean-Charles Tillmann,453,https://www.google.com/maps/contrib/114018782972359490790/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNZcktYem9BRRAB,,5 years ago,2024-12-27 21:28:15.126952,4.0,SAN SU,184,https://www.google.com/maps/contrib/103114690513101398257/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURJak5xRVB3EAE,,6 years ago,2024-12-27 21:28:15.126952,5.0,Silvio Casagrande,"14,414",https://www.google.com/maps/contrib/105196264621334747010/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNJMnZmYjR3RRAB,,6 years ago,2024-12-27 21:28:15.126952,5.0,Dawid Urbanowicz,24,https://www.google.com/maps/contrib/116282010008252220779/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN3cEszOVVBEAE,,6 years ago,2024-12-27 21:28:15.126952,5.0,Caleb Crow,0,https://www.google.com/maps/contrib/111024209811280843319/reviews?hl=en
