id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUREemFIbzZnRRAB,Beautiful sculpture for memorial and historical sites.,8 months ago,2024-12-27 21:33:19.882417,5.0,Putri Dumadi,734,https://www.google.com/maps/contrib/104270468737476868971/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUR3bk9DVFZREAE,dirty,6 years ago,2024-12-27 21:33:19.882417,2.0,Dang LUO,26,https://www.google.com/maps/contrib/113096764475685891425/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNnMklUUlZBEAE,"A monument steeped in history in memory of King Alexander 1st of Yugoslavia and his father King Peter 1st, king of Serbia from 1903 to 1919 (there is an avenue Pierre 1st of Serbia in the 16th and 8th arrondissement of Paris), then from 1919 king of the Serbs, Slovenes and Croats, he was active at our side within the foreign legion during the Franco-Prussian war in autumn 1870 under the name of Pierre Kara (the story is recorded on the monument). This monument was inaugurated in 1936 in memory of King Alexander I of Yugoslavia assassinated on October 9, 1934 in Marseille on rue de la Canebière in the presence of the Minister of Foreign Affairs Louis Barthou (see avenue Louis Barthou not far from here), himself even died the same day from a stray bullet not caused by the assassin of King Alexander I of Yugoslavia (there were other victims among the public who came to see the king that day, they were caused by shots which were not caused by the assassin). This had catastrophic repercussions within the government and the Marseille police headquarters, like an earthquake! The deaths of King Alexander I of Yugoslavia and Louis Barthou subsequently had serious consequences. I strongly advise you to take a look at the avenue du Maréchal Franchet d'Esperey which is not very far from here, it is not very well known in France, it was during the First World War very active in the Balkans alongside the Serbs against the Austro-Hungarian Empire within the Army of the Orient. He received the rank of Vojvode of the Yugoslav army (pronounced ""Voïvodé"", which means ""Duke"", and which is the equivalent of the rank of Marshal in France). [A small clarification, when you look at the monument from the front, to the left of the horse in the foreground you can see King Peter 1st, on the horse his son King Alexander 1st of Yugoslavia and to the right of the horse is in the foreground Marshal Franchet d'Esperey].  Opposite 4 photos taken on the internet via Google and Google Maps for delivery here: you can see the model of the monument in question, the call for donations for the construction of the 2 monuments in Paris and Marseille signed by the Marshal Franchet d'Esperey, the commemorative plaque of the place of the assassination in Marseille in front of the Bourse du Commerce on rue de la Canebière and the monument erected in Marseille rue de Rome just in front of the prefecture of Marseille where King Alexandre 1st of Yugoslavia expired.",6 years ago,2024-12-27 21:33:19.883417,5.0,Alexandrine Colombe Céleste,0,https://www.google.com/maps/contrib/111628357954067211158/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNhdmV5ZlRREAE,Statue in homage to Peter I of Serbia and his son Alexander I of Yugoslavia which is located on the north side of Colombia Square.,3 years ago,2024-12-27 21:33:19.883417,3.0,Thierry Girard,987,https://www.google.com/maps/contrib/100981567033985110977/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURyb1BHVlRBEAE,"Danke Frankreich, Thanks to France!!!",5 months ago,2024-12-27 21:33:19.883417,5.0,zoran radetic,0,https://www.google.com/maps/contrib/112121900236926023074/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUMwazY3LTZRRRAB,Before passing there I was unaware of the presence of this statue and the king of Serbia,5 years ago,2024-12-27 21:33:19.886419,5.0,Boyer Liliane,341,https://www.google.com/maps/contrib/112451305228643227219/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUMtanVDSmJBEAE,,2 years ago,2024-12-27 21:33:19.886419,5.0,Manuel Sanchez,131,https://www.google.com/maps/contrib/108922438610285735800/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURlc0kyM193RRAB,"A little greenery, magnificent architecture",2 years ago,2024-12-27 21:33:19.887418,4.0,Fousseynou NIAGANE,189,https://www.google.com/maps/contrib/117173392284618141541/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUQwMElmS0l3EAE,,5 years ago,2024-12-27 21:33:19.887418,5.0,Љубица Прокић,271,https://www.google.com/maps/contrib/113001876920246281554/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURuNmNHVG9RRRAB,,2 months ago,2024-12-27 21:33:19.887418,5.0,NEMANJA COSIC,0,https://www.google.com/maps/contrib/108005724112262072836/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNuLU5ld3RnRRAB,,3 months ago,2024-12-27 21:33:19.887418,5.0,Alicia CVETKOVIC,12,https://www.google.com/maps/contrib/110921654953692224741/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNEcE1lM1NREAE,,9 months ago,2024-12-27 21:33:19.888418,5.0,Stevan Ralevic,1,https://www.google.com/maps/contrib/102209013676903201354/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ5NllUektBEAE,,9 months ago,2024-12-27 21:33:19.888418,5.0,Axelle&Franck Deberles,3,https://www.google.com/maps/contrib/114272763957439397787/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ1NnBLNWx3RRAB,,a year ago,2024-12-27 21:33:19.888418,5.0,Djole Radulovic,0,https://www.google.com/maps/contrib/102831881618756259076/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN4cDdpMEx3EAE,,a year ago,2024-12-27 21:33:19.889419,5.0,Aleksandar Pavlovic,0,https://www.google.com/maps/contrib/101598876850397087239/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMtcnNLNWFnEAE,,2 years ago,2024-12-27 21:33:19.889419,5.0,Petar Petar,13,https://www.google.com/maps/contrib/117638527359993870983/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURlcmUzM1VREAE,,2 years ago,2024-12-27 21:33:19.889419,4.0,Inés,74,https://www.google.com/maps/contrib/112672585642985109588/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDbllTQm1RRRAB,,4 years ago,2024-12-27 21:33:19.889419,4.0,Mirosław Bury,11,https://www.google.com/maps/contrib/107719430934316385011/reviews?hl=en
