id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNuN3M3NlNREAE,Close to being the worst meal I’ve ever had. Meat was chewy and all dishes where cold - lukewarm at best. Very friendly staff but not a good food experience.,3 months ago,2025-01-24 13:25:14.725711,2.0,Kim Bybjerg,27,https://www.google.com/maps/contrib/106876138310262706830/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURZNW8zLXh3RRAB,This place is one of my friend's and I's favorite stops! It's recently under new management/ownership. The staff is lovely and kind (and patient with my lack of French). The food is fantastic. Everything we've had there is magnificent (I'd pass on the table popcorn though),5 years ago,2025-01-24 13:25:14.726076,5.0,Amanda Hepler,221,https://www.google.com/maps/contrib/105535759350427077731/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUQwMklYZ25RRRAB,Great place for a casual bite. The food was delicious. Simple and fresh ingredients. Friendly staff.,5 years ago,2025-01-24 13:25:14.727090,5.0,Jessica Espenlaub,91,https://www.google.com/maps/contrib/108985557562132494541/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURndTZEV0hREAE,I would describe this more like a Gastro-Pub you would find in the UK.  One main difference is the staff and service was of an extremely high quality and food was great.,6 years ago,2025-01-24 13:25:14.727090,4.0,Fobby,342,https://www.google.com/maps/contrib/106577239040763280488/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNlNDkyMFJnEAE,Cosy… a bit home like…food is fine… drinks also. Ceasar salad and sausage,2 years ago,2025-01-24 13:25:14.728089,4.0,Tatiana Danielsen,66,https://www.google.com/maps/contrib/111296738882411839989/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNqLTYzWTB3RRAB,I recommend this place. People are friendly and the food is great. Went for a business lunch and had an amazing time.,8 months ago,2025-01-24 13:25:14.728773,5.0,Mr Californie,142,https://www.google.com/maps/contrib/104508418212619874658/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUMweHBHTjZRRRAB,"This is a great little restaurant/bar! It was close to our hotel and we stopped for breakfast on our last day in Paris. Very friendly English speaking waiter, fresh squeezed orange juice great omelet with chocolate crepes... delicious!! Highly recommend..wish we would have found this treasure sooner,!",5 years ago,2025-01-24 13:25:14.729289,5.0,G Leon,0,https://www.google.com/maps/contrib/106380598876193533586/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNVN19DcU5REAE,"We came to this restaurant since it was next to our hotel but had an unpleasant experience. When we arrived they didn’t come to seat us but just pointed to an area. Once we sat down, we waited for menus but waitress would not come. We had to find them at other tables. Thankfully there was a couple of them already there. She finally came to take our order 15 minutes later. That was our first interaction with her. Granted our French is very bad but we tried to communicate the best with the waitress but she was very rude to us even though we were trying to be nice. Our whole family felt we were treated very unkind throuout our visit there. Maybe she was having a bad day, not sure. The pizza restaurant right next door was much different experience. Very good pizza and good kind service.",5 years ago,2025-01-24 13:25:14.729289,1.0,GQ Madrigal,0,https://www.google.com/maps/contrib/110798090490190586239/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURVeGNfOHFBRRAB,Had a hamburger and fries at this quaint little restaurant. Was amazing. Better than many I'vr enjoyed back home in Canada. Staff were very friendly. Highly recommend.,5 years ago,2025-01-24 13:25:14.730290,4.0,Ang,100,https://www.google.com/maps/contrib/114176774676768531450/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURBdVpTeVJBEAE,Spent a lot of time here whilst working at the Marriott next door. Good service from the regular waiters. Food is always nice and the drinks are nice. Averagely priced.,7 years ago,2025-01-24 13:25:14.730290,5.0,Simon Kemp,74,https://www.google.com/maps/contrib/111520720044385958956/reviews?hl=en
