id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUQzN1ppNERnEAE,"Founded in the early 1600s, architecture in the Baroque style.",a month ago,2024-12-27 20:28:28.769044,5.0,ERIC LEE,"1,388",https://www.google.com/maps/contrib/101918989856347363830/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURUMWZMWlhnEAE,Just wonderful. Praying time every Sunday at 10h30 and in the afternoon for French speakers.,7 months ago,2024-12-27 20:28:28.769044,5.0,Ando RANDRIAMASY,294,https://www.google.com/maps/contrib/104742879102978221586/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNjMy1ldTZnRRAB,An interesting looking church with a red door which was what got my attention. It is just a block away from Place de la Bastille.,4 years ago,2024-12-27 20:28:28.769044,4.0,Benedict Uy,"3,512",https://www.google.com/maps/contrib/117720045831313801659/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNLNVAtVE1nEAE,Fantastic dome and offers a spiritual place.,3 years ago,2024-12-27 20:28:28.770045,5.0,Kemal Can,288,https://www.google.com/maps/contrib/112774886270498802637/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNBay1hcnl3RRAB,"This is a unique chapel, in the shape and the presence of an oculus in the dome.  It originally was connected to a convent.   Now it is a protestant church.   The building is beautiful and there are some silk hangings made by a parishoner decorating the interior.",8 years ago,2024-12-27 20:28:28.770045,4.0,Anna Hautzinger,663,https://www.google.com/maps/contrib/116136613716129316971/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUQ1NnJhZFJBEAE,A Protestant church in the heart of one of the city's most popular neighborhoods.,a year ago,2024-12-27 20:28:28.770045,4.0,Tony Zekinha,289,https://www.google.com/maps/contrib/108720863669550988525/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURsdHViZE5REAE,It’s an amazing church that was built in 1801,a year ago,2024-12-27 20:28:28.770045,5.0,Sherief Ghattas,3,https://www.google.com/maps/contrib/116994991956655917492/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNhN05xLWpBRRAB,I'm very happy to attend this church. The people are welcoming.,3 years ago,2024-12-27 20:28:28.771045,5.0,Shelby Cole,89,https://www.google.com/maps/contrib/102813114761323698351/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURndXZxRlJ3EAE,A beautiful and historic church in the Marais district.,9 years ago,2024-12-27 20:28:28.771045,5.0,David Keddie,137,https://www.google.com/maps/contrib/113559821829939241252/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNXaHNXYXFBRRAB,Beautiful,2 years ago,2024-12-27 20:28:28.771045,5.0,Jalyn Cameron,102,https://www.google.com/maps/contrib/114235412393389036416/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURrbTZ5YW1RRRAB,God is good,5 years ago,2024-12-27 20:28:28.772045,5.0,Davina LUKENGA,107,https://www.google.com/maps/contrib/115811393890308551385/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR2bGVDVzVnRRAB,"While in Paris for the holidays, I had a very good service this Sunday morning. A strong message and a beautiful atmosphere! I will come back to it the next time I come to Paris. God bless you!",5 days ago,2024-12-27 20:28:28.772045,5.0,Lo Dem,0,https://www.google.com/maps/contrib/101179728723047584462/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUMxLWN1OVRnEAE,"This exceptional construction, Sainte-Marie de la Visitation church, is a dome, precursor of that of the Invalides, placed on the ground - what a brilliant and audacious idea from François Mansart, a great French architect of the 17th century!",11 months ago,2024-12-27 20:28:28.772045,5.0,Mikhail Kovalkov,257,https://www.google.com/maps/contrib/111227273443711283318/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURwbkxldVJnEAE,The interior is spacious and it's very pretty! I participated in the 10:30 a.m. worship service and it resonated well throughout the space :)) I recommend coming and visiting whether for the architecture or to listen to the Word 😌,a year ago,2024-12-27 20:28:28.773045,5.0,Joanna,30,https://www.google.com/maps/contrib/110420502135499627648/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN0cU9PYlBBEAE,Very beautiful worship and beautiful fraternity around a buffet after the morning worship.,10 months ago,2024-12-27 20:28:28.773045,5.0,Jean-Marc Dubarry,128,https://www.google.com/maps/contrib/118067992725265210576/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQ2XzZqcDJRRRAB,"A place steeped in history, a mecca of French Protestantism when Protestants still protested without compromising the spirit of the times. Very beautiful architecture which deserves continued renovation work. Basis of many social actions in the concrete implementation of love of neighbor. For worship times, see the website.",3 years ago,2024-12-27 20:28:28.773045,5.0,Emmanuel Ziehli,354,https://www.google.com/maps/contrib/100126723264839606202/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURZMTR1Y1l3EAE,"I was lucky enough to stay at a hotel across the street from this hotel, and was able to see this church illuminated by the morning sun every day from my room window. Apparently you can go inside on Sunday, but I didn't get to see it because I returned to Japan on Saturday.",5 years ago,2024-12-27 20:28:28.773045,5.0,Kinoko Hinting,"1,166",https://www.google.com/maps/contrib/106051318422277906092/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNybThuZXhBRRAB,Great community with committed Christians and serving pastors who have been working for many years to bring this beautiful Church to life.,5 months ago,2024-12-27 20:28:28.773045,5.0,Julien Coffinet,16,https://www.google.com/maps/contrib/106267848914326656736/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNsdWNTWG9nRRAB,"This comment only refers to the exterior of the building, since I have not yet managed to visit it. It is a Protestant temple, the former church of a convent that does not exist today, founded in 1634. During the revolution it was used as a book warehouse, and was given to the Protestant cult in 1802. Its design is inspired by the pantheon of Rome. It has a circular plan with five chapels. The entrance is from the north, and the altar is to the south, a rare situation in churches of Catholic origin, which are usually oriented towards the east.",a year ago,2024-12-27 20:28:32.944011,5.0,jmtt vbgp,711,https://www.google.com/maps/contrib/104511820868043898884/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURyMkplc05REAE,"Beautiful church and beautiful community, with people remarkable in their service to others.",5 months ago,2024-12-27 20:28:32.945011,5.0,Jean-Paul Zurcher,0,https://www.google.com/maps/contrib/105516052895139504380/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR4Z09ydlJ3EAE,Interesting to see with its double dome.,a year ago,2024-12-27 20:28:32.945011,4.0,Eric PETIT,315,https://www.google.com/maps/contrib/101880814296422111652/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNZNWYtenVnRRAB,"Excellent welcome in a beautiful building. Our daughter was able to be looked after with other children during worship. Thanks to this, we had time to meditate on the Word and our daughter had a great time. A beautiful and warm community. We'll come back!",5 years ago,2024-12-27 20:28:32.945011,5.0,Maximus,74,https://www.google.com/maps/contrib/115820203702137368856/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURteE9xR3ZRRRAB,A beautiful building which invites human beings to a moment of contemplation.,2 years ago,2024-12-27 20:28:32.945011,5.0,ernest cor-de-buy,"1,966",https://www.google.com/maps/contrib/117614306793259566290/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNYX2J5Q293RRAB,Beautiful church in the Bastille area.,2 months ago,2024-12-27 20:28:32.946011,4.0,ΔΗΜΟΣΘΕΝΗΣ ΖΙΟΥΛΑΣ,"1,966",https://www.google.com/maps/contrib/101616779483891019051/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM3bDdqTTdnRRAB,very small,4 months ago,2024-12-27 20:28:32.946011,5.0,david zhou,313,https://www.google.com/maps/contrib/111011727383231552891/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNKNEpiVGVREAE,A place where God is with all his Love. You will find good people always listening and wanting to help. A great moment of positive thoughts that is good for the soul.,a year ago,2024-12-27 20:28:32.946011,5.0,Serge Ventoruzzo,255,https://www.google.com/maps/contrib/111242676202754542322/reviews?hl=en
