id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNuMjczX2R3EAE,You can catch a glimpse of this cemetary as the Montmatretrain passes over the Blue bridge. Worth asking to stop or go back yourself.,3 months ago,2025-01-24 13:45:10.270468,5.0,Mike Day,337,https://www.google.com/maps/contrib/101631451196518773367/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUQ3dzZXLVNREAE,The most beautiful homage I've ever seen at a cemetery.  The only tomb that had lots and lots of fresh flowers when I was there.  The rest of the cemetery looks very run down.,4 months ago,2025-01-24 13:45:10.271468,5.0,Silvina C,67,https://www.google.com/maps/contrib/110652598517936221347/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURYOXV1T2ZBEAE,"I had never heard of the singer Dalida until a friend told me she bought Dalida's former house in Montmartre in 1987, a year after the French icons tragic suicide.  On several visits to Paris, I decided to walk to the Montmartre Cemetery, and I saw the tombstone with sculpture of Dalida. The popular tomb is surrounded by a very low manicured evergreen hedge and there are perpetual fresh flowers from admirers.",2 months ago,2025-01-24 13:45:10.272468,5.0,Kenneth Tangerois3 Maroc,844,https://www.google.com/maps/contrib/102493823871712619373/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURVdnN6R0JnEAE,"More to see here than just Dalida, but worthy of that visit too. Some of the best walking and quiet contemplation paths we’ve been to!",5 years ago,2025-01-24 13:45:10.272468,5.0,Christie Berrier,178,https://www.google.com/maps/contrib/116214114001497877373/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNKa2FPRzNRRRAB,I found out about the Tomb of Dalida from other reviews. Well worth a visit! Beautiful cemetery.,a year ago,2025-01-24 13:45:10.273469,5.0,G M,44,https://www.google.com/maps/contrib/106129809383033472726/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNla2JhTDhnRRAB,"Quiet, neat and easy to move around and find famous people's tombs like that of Dalida, Berlioz, Truffaut.",2 years ago,2025-01-24 13:45:10.274468,5.0,Joe Milanes,294,https://www.google.com/maps/contrib/110991765221890912206/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNsbmEtUjVnRRAB,"Easily reached and iconic. You probably don't know who Dalida is, but you'll learn up a bit if you see her grave.  Montmartre Cemetery is already a calm and serene location, but this tomb is a hidden jewel in that serenity.",a year ago,2025-01-24 13:45:10.274468,5.0,Fariz Amir,19,https://www.google.com/maps/contrib/101753085364615619027/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURVcTctcHNnRRAB,Very nice spot to have a look  to montmarte,5 years ago,2025-01-24 13:45:10.275468,5.0,slavomir šuch,92,https://www.google.com/maps/contrib/108431388257437729316/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNBdDZ2UWdBRRAB,"Overall the cemetery is an interesting free attraction.  I wandered for over an hour taking pictures. There are some famous people and many not so famous but obviously wealthy people all ""buried"" here.  A little hard to actually find the entrance when you see it from above but just follow the bridge downhill and enter at the bottom.",8 years ago,2025-01-24 13:45:10.275468,5.0,Randy Bell,228,https://www.google.com/maps/contrib/100531144770823625837/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNVNkxxM3RnRRAB,"Emotional experience, beautiful monument of Dalida",5 years ago,2025-01-24 13:45:10.276469,5.0,K Sz,43,https://www.google.com/maps/contrib/108165064897737129254/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNVNlpiUENBEAE,"It's a bit too extravagant for the tomb. Somehow it makes me feel like the romance is lost as it was way over the top.  I love Dalida ❤️, but the tomb doesn't really do it for me",5 years ago,2025-01-24 13:45:10.276469,4.0,Cécile M,105,https://www.google.com/maps/contrib/103220585526840012313/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDMF9EWGlBRRAB,Rest in peace Dalila ❤️,4 years ago,2025-01-24 13:45:10.277467,5.0,Alia Fares,378,https://www.google.com/maps/contrib/117693350987781884395/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR3MHBIZmFnEAE,Very pretty memorial regardless of if you know who she is or not. Not sure its tasteful or respectful to pose standing on her grave as some people have though.,6 years ago,2025-01-24 13:45:10.277467,4.0,VJ Wood-Mewett,741,https://www.google.com/maps/contrib/115219399663358397671/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQwX1pQQkVREAE,"As a mere tourist, this place might not be at the to of your list, but if you're already at the cemetery, don't cheat yourself of this. It's quite a beautiful gravestone.",5 years ago,2025-01-24 13:45:10.278468,4.0,Jan Dahl-Madsen,48,https://www.google.com/maps/contrib/108280574298951800071/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUMwbXBlSjBBRRAB,"One of the Quirky things you find in Montmartre. Considering this is a Masoleum it is very well maintained. In fact, while we were there 2 Gardeners were replacing the flowers and polishing the Marble. Someone out there is a big fan. You may or may not know that there is a bronze bust (pun intended) of Dalida in Montmartre where tourists touch her breasts for good luck - so they are very polished while the rest of the ""bust"" is oxidized.",5 years ago,2025-01-24 13:45:10.278468,5.0,De Tsurumoto,72,https://www.google.com/maps/contrib/103145828712707738585/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNVbDhqMndBRRAB,"Second best in Paris. Has some very pretty graves, and like 20 cats living in and around the cemetery. I just so happen to really like cats.",5 years ago,2025-01-24 13:45:10.279468,4.0,niels roerdink,0,https://www.google.com/maps/contrib/109033693012089941483/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURReHFhOWJ3EAE,To get a good view of The Tomb of Dalida you have to enter the cemetery. It is located quite near a bridge so you could see the backside of it from there. But it's still worth a visit. Find out som more about the famous singer Dalida at Wikipedia and listen to her on Spotify.,6 years ago,2025-01-24 13:45:10.279468,4.0,Peter Wärnberg,163,https://www.google.com/maps/contrib/105955725159487072326/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNZbkpqUktREAE,We made an effort to pay respect to Dalida but it was worth it. You stand astonished in front of it. You will still find letters coming to the tomb from the fans around the world.,5 years ago,2025-01-24 13:45:10.280468,5.0,AbdulRahman Hamoud (Abd),89,https://www.google.com/maps/contrib/101497576110900854093/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQwMFAzeDZ3RRAB,What else do you do in Paris,5 years ago,2025-01-24 13:45:14.404079,5.0,Diana Nolan,48,https://www.google.com/maps/contrib/113349025739907806430/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURjMVByM3FBRRAB,This place is absolutely beautiful. Wear your walking shoes because it is large. Definitely visit,4 years ago,2025-01-24 13:45:14.405080,5.0,Debbie Kidd,75,https://www.google.com/maps/contrib/108935712001891952497/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUM4dXVlUl9BRRAB,A fitting tribute to a wonderful and tormented soul!,4 years ago,2025-01-24 13:45:14.405080,5.0,Hugo Pedro-Martins,"1,148",https://www.google.com/maps/contrib/114264751410171088408/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNtbl9lWGJ3EAE,An interesting place. Very dirty on the outside area and not much places to sit and enjoy the space,3 years ago,2025-01-24 13:45:14.406092,3.0,Jonathan Homsi,223,https://www.google.com/maps/contrib/105084139234843620855/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQ3cjQ2T0hBEAE,Must see the quarter,4 months ago,2025-01-24 13:45:14.407088,5.0,Francisco Imedio,58,https://www.google.com/maps/contrib/101005970347823022955/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNJa2J2ODNBRRAB,Visiting dalida is something to do when you are in Paris,6 years ago,2025-01-24 13:45:14.407088,5.0,Adam,46,https://www.google.com/maps/contrib/116569880235086959299/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURnOHE2OUZnEAE,Who would have thought i would actually see Dalida's tomb. And yes i did. It was a great feeling no doubt.,10 years ago,2025-01-24 13:45:14.408080,4.0,Gaurav Lavania,39,https://www.google.com/maps/contrib/103609005628356237300/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNRd1pIVWxnRRAB,I guess Dalida's tomb could be one of the best monuments ever made for celebrities.,6 years ago,2025-01-24 13:45:14.408080,5.0,charbel rahmé,149,https://www.google.com/maps/contrib/103066323326969571713/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQwdU16N053EAE,Great cemetary. Very peaceful and card guides available.,5 years ago,2025-01-24 13:45:14.409081,4.0,Richard Wood,124,https://www.google.com/maps/contrib/115772570444148656300/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURVNHVIX3VnRRAB,We were actually heading to the Hill of Mont Martre. Google map lead us to this cemetarty instead.,5 years ago,2025-01-24 13:45:14.409081,3.0,Won Jae Choi,12,https://www.google.com/maps/contrib/102293779062070657013/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURZLUlHYW9RRRAB,"Beautiful tomb dedicated to a beloved character of Montmartre, and the world.",5 years ago,2025-01-24 13:45:18.531069,5.0,Margarita Vides Irving,61,https://www.google.com/maps/contrib/100146980294654895534/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNPeThtQkx3EAE,The place is always packed with tourists. Recommended.,2 years ago,2025-01-24 13:45:18.532069,4.0,Myriam Antoun,62,https://www.google.com/maps/contrib/100071962251260726953/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUQwMHF2c05BEAE,"Beautiful setting, really peaceful and impeccably maintained",5 years ago,2025-01-24 13:45:18.533071,5.0,Jodie F,80,https://www.google.com/maps/contrib/114689024783943852670/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNJbzVfR2dBRRAB,The brightest tomb among all the others. A bit too much but still worth seeing.,6 years ago,2025-01-24 13:45:18.533071,4.0,Stamate Cristian,46,https://www.google.com/maps/contrib/101740001464283044177/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURLLVpQbWlBRRAB,Rest in peace,3 years ago,2025-01-24 13:45:18.534071,5.0,Kemal Can,288,https://www.google.com/maps/contrib/112774886270498802637/reviews?hl=en
