id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURmMTluRmxBRRAB,"I know this place is already too renowned however I still want to leave a review. I came alone without reservation and waited for around 40 minutes in Sunday afternoon.  The bites were so much fun, the hot chocolate was remarkably rich in flavour, the interior is undoubtedly pretty.  However, the best thing I experienced here is their service, they were so nice and caring to me, I dined there alone but they made me feel not lonely at all! I finished my melted chocolate with a melted heart. ♥️🇫🇷☕️",,2025-01-24 14:15:08.821584,,Lê Thục Anh,39,https://www.google.com/maps/contrib/107428499569367152306/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNfZ1A3aXlnRRAB,"Had a lovely time, went for the virtual hot chocolate and its was nice! We only waited 10 minuets outside before being seated so overall and very quick service. The hot chocolate was good and we tried the white hot chocolate as well which again was good also, their dessert were amazing though! We tried a few between myself and my partner and they were all great, would definitely recommend getting a couple If you stop off here.",,2025-01-24 14:15:08.823583,,Savanna190,16,https://www.google.com/maps/contrib/100116621645793470928/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNmNjRXbmV3EAE,We came for the hot chocolate that has been raved about online. It was well worth the wait. The hot chocolate is very chocolate and creamy. A touch of whipped cream paired well with it. The pastries are amazing. They look and taste wonderful. The service is attentive.,,2025-01-24 14:15:08.824583,,Ann Kerr,230,https://www.google.com/maps/contrib/104285929577068150704/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUR2Z0lPbHp3RRAB,"I came here for breakfast with family. We ordered the brunch, the Angelina omelette, and a mocha. The brunch was nice, but nothing exceptional. They give a generous amount of coffee with the brunch. However, only give a single cup, and when asked for a second, they refused, forcing us to share a cup for no conceivable reason other than hoping we would waste 5 euros to buy a second coffee. The omelette was very disappointing. They use an obscene amount of butter when cooking it, ensuring the only flavour present is butter. The mocha was delicious, I was tempted to give the restaurant 4 stars just for this. However, the mediocrity of the brunch and the disapoint that was the omelette were my biggest take always. The interior of the restaurant is certainly 5 stars. The atmosphere is fantastic. I would come here again just to sit and drink a mocha. However, I wouldn't come here to eat again.",,2025-01-24 14:15:08.825583,,Michael Grimm,1,https://www.google.com/maps/contrib/110286001318176349539/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURmNWRIb2tnRRAB,"We waited about 20 minutes to get in, but the line moved quickly. The service was fantastic, and the restaurant is absolutely stunning.  The food was good overall, though the pastries could use some improvement. Still worth a visit for the ambiance and excellent service! Note that prices are on the higher side.",,2025-01-24 14:15:08.826584,,Abigail Rivera,21,https://www.google.com/maps/contrib/113834611562186114999/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNfMk9lRmFnEAE,"I visited this place on a Saturday in summer and was pleasantly surprised to get a table right away.  The service was incredibly attentive, and the food was absolutely delicious, making the prices feel completely justified. I will definitely come back, not just for the food, but also for the cozy ambiance. I also want to highlight the excellent service once more—it was so attentive and made the visit truly enjoyable.",,2025-01-24 14:15:08.826584,,amelia stichler,1,https://www.google.com/maps/contrib/111788242563029752729/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUMzcDd6Zi13RRAB,"My sister wanted me to get her some things from here while in Paris because it is known for the viral hot chocolate. We ended up visiting twice. The queue for the restaurant was much smaller at 10am. It was pretty long at 3pm. However if you just want the shop, you don’t have to wait in that long queue as that’s only for getting a table. Personally I thought the hot chocolate did live up to the hype. It was so incredibly thick and tasty. I’ve got a photo where I’ve put my finger in it just so you can see how much it coats, like melted chocolate! Gorgeous. And the cakes? Oh so good!! You should definitely go.",,2025-01-24 14:15:08.827587,,Helen Jolly,37,https://www.google.com/maps/contrib/106120373435227038394/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURmcjllZHVBRRAB,"The first time visited was in July. The hot chocolate was good, I also liked the big choice of desserts. No matter what time you come here, there are always lines, be ready to wait. But it is worth it :) Inside the cafè, there is a luxurious Parisian vibe.",,2025-01-24 14:15:08.828584,,Dariya Sataeva,2,https://www.google.com/maps/contrib/109737434778738971789/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUR2dUp2MHdRRRAB,"Went in for the famous hot chocolate and was not disappointed. It’s super thick and rich, like drinking melted chocolate. I also got a Mont Blanc to go and it too was heaven - thick cream that was also light a fluffy, rich chocolate coating, and a generous size too.  I was always pleased with the selection of boxed gift item you can get. As a Canadian I thought the prices were very reasonable, especially considering the quality, but some may feel they’re a bit steep.  I will definitely be returning on my next visit to Paris.",,2025-01-24 14:15:08.829591,,Alice,154,https://www.google.com/maps/contrib/113105209548535004819/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNfb0tyR293RRAB,If you are a great dark chocolate lover like me who prefer chocolate less sweet I wouldn’t recommend their dark chocolate too much. The sweet itself is decent. I will stay away from the bakery and just keep it at dessert,,2025-01-24 14:15:08.830583,,AGT,0,https://www.google.com/maps/contrib/101073403223051884555/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmMnFEcmd3RRAB,"I stayed at Hotel Brighton which is next door and I have the benefit to wake up early and not experience the queue. Almost at any time, there is a queue of 20-30 people getting into the restaurant. I was there one day at about 8am and I was given a table immediately. I was here for breakfast, and we had an eggs benedict and a brioche with scrambled eggs and bacon. The food was good given its expectations. Service was overall quick. The internal deco of the restaurant is classy but not imposing. Tables are really small so it's not really for people who orders a lot of dishes to share. Privacy is also a premium as some tables are really side by side.",,2025-01-24 14:15:08.830583,,Alan Tan,485,https://www.google.com/maps/contrib/103801214611209064283/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNfb1BqTENBEAE,"Fantastic decor customer service was second to none. Our hot chocolate was cold which was disappointing,but we were rushing to a time slot at the Louvre or would have mentioned . Worth  a visit to say you've been. Only a 20 mins wait to get seated this morning",,2025-01-24 14:15:08.831583,,Susan,331,https://www.google.com/maps/contrib/101354666516872370714/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmakstNVlBEAE,Husband and I were in town for the Christmas markets and saw this was close by. I mostly stopped by to check in on this hot chocolate hype and to try pastries. We waited for about 20 minutes to get a seat. Service was really quick. The total time from stepping into the line to stepping out of the door was an hour. The hot chocolate was good but nothing special. I've lived in Belgium for almost 5 years and this is how the majority of the hot chocolate is here. The desserts were good. Id actually go back just for the cinnamon roll and to try some other stuff.,,2025-01-24 14:15:08.832583,,Joe C,234,https://www.google.com/maps/contrib/107523631065873426310/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmdEpPaHpnRRAB,"Good to try if there's no waiting time. It's not ideal for a romantic date due to the crowds. The food looks good but the taste was just OK, nothing special, and while the chocolate drink was rich, it was too sweet for my taste. For me, it was a one-time experience, definitely just a hype. The long wait isn't justified. The service was average, which is understandable given how busy the staff were.",,2025-01-24 14:15:08.832583,,Ella Goel,91,https://www.google.com/maps/contrib/100181483406785637132/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmM3BpQzBnRRAB,"Came here for the hot chocolate as it went viral. It was super rich and although I came alone, the portion was enough for 2 cups. I found it difficult to drink so much of the richness so sharing it with someone would be perfect. They also adjusted the amount of whipped cream for one. I ordered a croissant too and I loved dipping it into the chocolate.  I saw tables around me get the croissant scrambled eggs and I must say the portion compared to the price doesn’t seem right to me but maybe it’s filling or the taste makes up for it. There are lots of set menus/combos I would’ve tried but for one it would be too much.  Note: I came on Christmas and it was a 30-45 min wait to get seated which isn’t bad for a holiday for this place.  Overall, I don’t recommend coming alone as it’s not worth the wait, but with a group of 2-4 and ordering stuff to share feels like it would be a great time.",,2025-01-24 14:15:08.833583,,Canice Hong,25,https://www.google.com/maps/contrib/110478884945860332075/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNmbkk2U0l3EAE,"A very well decorated place, with the luxurious and at the same time vintage-rich style. The service was friendly and kind. The hot chocolate is maybe the best one i had ever drunk, even though it was a bit overpriced. I would recommend you to buy one big pot of chocolate because is enough for two people, and avoid the mini breakfast snacks, cause these are overpriced and not worthy. The perfect combo in, my opinion, is big chocolate and like one Croissant!",,2025-01-24 14:15:08.834583,,G. Records,195,https://www.google.com/maps/contrib/100933349572595757565/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmeDdfLWtBRRAB,"Very average to below average pastries that are certainly not worth the price, but ok service. Interior was also nothing special for Paris. Recommend spending your time and money at other patisseries in Paris that have much superior desserts for a lower price",,2025-01-24 14:15:08.835584,,melo,1,https://www.google.com/maps/contrib/116200492835141590946/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmNU1xXzNRRRAB,"Hot chocolate worth the wait for me. Arrived on 11am to wait and got my table at 12pm.  Ordered the breakfast set, pastries are ok but the beverages are very delicious. The waitress lady Cindy even she is busy she still being very friendly, just to give her an applause.",,2025-01-24 14:15:08.835584,,LlamaOnTheStreet,12,https://www.google.com/maps/contrib/113702246659587048618/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR2Xy1QVDF3RRAB,"Didn’t really eat here, but got my hot chocolate and pastries to go. Hot chocolate was good, but too chocolaty for me (a chocolate lover). I got the eclairs, which was ok, the usual. I got a plain croissant not expecting much out of it, but it was a good surprise. Loved the taste and texture of it. Not sure what that other pastry was (next to the eclair) but that thing was bewitching!!! So so good! Will have to come back to Paris just to try this again! If you do go here, please definitely try that pastry! You will not be disappointed",,2025-01-24 14:15:13.357707,,Ishrath Razvi,70,https://www.google.com/maps/contrib/105797696511120802543/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNmMXJ1STRnRRAB,"I went there for an ""afternoon tea"" and really enjoyed eating there. The food and pastries are delicious. Our host, Jenny, was very professional, friendly and patient. She made sure that we had a great experience. The décot is very beautiful inside and outside. You can also buy pastries and chocolates at the patisserie!",,2025-01-24 14:15:13.358710,,Victoria B,17,https://www.google.com/maps/contrib/105506123083509277664/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR2azRuU0dREAE,"If you have some time to wait in the line for about 15 minutes, you should definitely try the hot chocolate in Angeline at least once in your life. The interiors is amazing, it feels like a palace. Despite the huge number of people, the waiters are still very helpful and kind. The portion of the hit chocolate is a lot more than enough and its so tasty, its amazing.",,2025-01-24 14:15:13.359712,,Rumeysa Durmaz,70,https://www.google.com/maps/contrib/103091349152957180904/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURQNjhuc3pRRRAB,"Service and ambiance get a 4.5 however the desserts or hot chocolate I’m afraid to say are not worth the price or the hype! I’ve definitely had way better croissants, Paris Brest, and other chocolate desserts from other places that cost a fraction too. I was far from being impressed but definitely a beautiful restaurant inside",,2025-01-24 14:15:13.360710,,zeina shahhal,190,https://www.google.com/maps/contrib/114280972428332269364/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURmejVEZ2xnRRAB,There was a long queue but it did move quite quickly. Overall our experience was mid. People overrate this place. The hot chocolate was tooooo sweet and in a party of 5 we couldn’t even finish 2 cups. I recommend pp to share one cup. The decor is nice but what fell short was the waiters and waitress who kept trying to clear the table when we hadn’t finished the meals. It felt rushed and they were trying to generate a quick turnover. Only come here if you have loads of time in Paris. The onion soup and the croque monsieur was way better than the cakes !,,2025-01-24 14:15:13.361709,,Bon W,40,https://www.google.com/maps/contrib/107950720065891207770/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR2NV83VWJREAE,"We attempted to visit on a Sunday afternoon but the queue was super long so we decided to simply buy some sweets from their shop. The whole place looked really cute and chic. The shop was pricey but it was expected (macarons for 2,50€ each and another sweet for 8 €). Tasty for sure but I don’t think such a queue is worth it. I found many more nice places around Paris. Outside the shop they were also selling hot chocolate for takeaway for around 6€.",,2025-01-24 14:15:13.362708,,Maria P.,112,https://www.google.com/maps/contrib/112897915258605006841/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNQODYzR2hRRRAB,Went for their famous hot chocolate & treats. Would recommend anyone going to get a SINGLE hot chocolate & SHARE. We ordered 2 as anyone from North America would and it was ALOT! It was delicious but definitely filling. You can see from my pics it comes in a big jug and you just pour it into your glasses. Definitely worth stopping in. Beautiful inside!,,2025-01-24 14:15:13.363710,,Jan Michael,61,https://www.google.com/maps/contrib/101741779634519560423/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2ejZIVE1REAE,"Best hot chocolate I’ve ever had. The eggs Benedict is also great. You’ll likely need to queue and whilst it may look long, our queue went all the way to the back, it only took 20 minutes to get to the front.",,2025-01-24 14:15:13.363710,,John Michael Henderson,1,https://www.google.com/maps/contrib/108585054824193319651/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUN2b2NqOURnEAE,Came in the morning with my mother to pop in to try the viral hot chocolate and then to try some lovely onion soup. We expected to be waiting for over an hour for a table but it only took around 30 minutes I would say. It is absolutely beautiful inside and I would definitely add this as a spot to visit on your trip!,,2025-01-24 14:15:13.364707,,chloe,6,https://www.google.com/maps/contrib/105522373897390362032/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNfcHB2YnpnRRAB,"Tried this place because of the hype. Honestly, the hot chocolate was alright. The pastries were okay, I found the local bakeries to be much better for a 1/4 of the price. I will say that the hazelnut crepe was a 10/10 and the rooms were beautiful and well kept. Our waiter was extremely rude. The computer for order entries was right against our table, so once he printed our bill at the computer & placed it in the holder, he just dropped it on top of my boyfriend’s arm while he and I were in the middle of eating & had not even asked for the bill. Then just walked away without saying anything before or after dropping it purposely on him. I was so excited to try this place during our visit to Paris, but we both believe this place is over-hyped, overpriced and honestly a big let down.",,2025-01-24 14:15:13.365708,,Jenna Karczewski,21,https://www.google.com/maps/contrib/113556647685442032914/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURQcWVhdml3RRAB,- Ordered just one hot chocolate to share and waitress did not seem impressed . When served the hot chocolate she then also proceeded to slam the bill on the table. Made a rather unpleasant atmosphere. Also served with a very small amount of cream so hot chocolate was rather bitter . Also came with the card machine mid way through drinking . So very rushed .  + However did serve with two cups so we could share . You could say fast service as drink and bill came at the same time . Lovely venue .,,2025-01-24 14:15:17.992564,,Surena Sahota,4,https://www.google.com/maps/contrib/107535194398555532456/reviews?hl=en
