id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUN3bHZ2dlFREAE,Hidden green oasis. Nice sunny spots and benches to relax.,7 years ago,2024-12-28 17:10:33.700858,5.0,Benoit Laflamme,212,https://www.google.com/maps/contrib/102099605778366585145/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUM1M2VlLTl3RRAB,Magnificent oasis within the media library. A haven of peace to spend a moment in complete peace and quiet. Playgrounds nearby,a year ago,2024-12-28 17:10:33.701861,4.0,Laurent Padou,850,https://www.google.com/maps/contrib/102878442016850755868/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUQ4MVk2cEJnEAE,This garden hidden behind the Alban Satragne square is worth finding,4 years ago,2024-12-28 17:10:33.701861,4.0,DAVY TRYEP,274,https://www.google.com/maps/contrib/105005672928690917902/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNYaFl6WFNREAE,Magnificent,2 months ago,2024-12-28 17:10:33.701861,5.0,Kassem Imran,66,https://www.google.com/maps/contrib/118421048469513765549/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNzMF9hSHBRRRAB,"Place near the Mediatheque, quiet and nice for reading outside",4 years ago,2024-12-28 17:10:33.701861,5.0,Chamsou Merouani,109,https://www.google.com/maps/contrib/118241919961910788091/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNZLWJybzRBRRAB,"Small, quiet garden nestled in a quiet square close to the Gare de l'Est station",5 years ago,2024-12-28 17:10:33.701861,3.0,David Wajnsztok,"1,002",https://www.google.com/maps/contrib/116272904096354171451/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUM1XzltY0hREAE,"Magnificent, well-hidden garden",a year ago,2024-12-28 17:10:33.702859,5.0,Monique Trétout,0,https://www.google.com/maps/contrib/114519721467584126592/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUN3eHFLb2t3RRAB,"The place is nice, go see the media library...",8 years ago,2024-12-28 17:10:33.702859,4.0,Sébastien Amram,678,https://www.google.com/maps/contrib/111716380416053794609/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUN3ZzVuSWVBEAE,Unlikely place in the 10th arrondissement. Guaranteed change of scenery.,7 years ago,2024-12-28 17:10:33.702859,5.0,Seb C,16,https://www.google.com/maps/contrib/115186856928464281640/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNnb0otRlpnEAE,chaib habiba,8 years ago,2024-12-28 17:10:33.702859,3.0,Chaib habiba algeriE123,1,https://www.google.com/maps/contrib/108460879513295790514/reviews?hl=en
